accepted_symbol,synonym_symbol,scientific_name,county,common_name,genus,family,family_common_name,order,subclass,class,division,growth_habit,active_growth_period,fall_conspicuous,foliage_color,foliage_texture,fruit_conspicuous,growth_form,base_age_height,mature_height,leaf_retention,lifespan,shape_orientation,toxicity,coarse_soil,medium_soil,fine_soil,drought_tolerance,moisture_use,minimum_precipitation,maximum_precipitation,minimum_root_depth,shade_tolerance,bloom_period,fruit_seed_abundance,fruit_nut_period_begin,fruit_nut_period_end,fruit_seed_persistence,berry_nut_seed_product,fodder_product,palatable_human
SACA5,,Salix caroliniana,"AR(Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Conway, Crawford, Cross, Faulkner, Franklin, Fulton, Garland, Hempstead, Hot Spring, Howard, Independence, Izard, Johnson, Lawrence, Logan, Madison, Marion, Montgomery, Newton, Perry, Pike, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sharp, St. Francis, Stone, Van Buren, Washington, White, Yell)",coastal plain willow,Salix,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,Magnoliophyta,Tree,Spring,Yes,Green,Coarse,No,Multiple Stem,25,33,No,Long,Erect,None,Yes,Yes,Yes,Medium,High,30,60,20,Intermediate,Early Spring,High,Spring,Spring,No,No,No,No
SAER,,Salix eriocephala,"AR(Benton, Boone, Crittenden, Faulkner, Fulton, Independence, Stone, Washington)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SAIN3,,Salix interior,"AR(Ashley, Baxter, Benton, Boone, Chicot, Clark, Clay, Conway, Craighead, Crittenden, Cross, Desha, Drew, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Little River, Logan, Marion, Miller, Mississippi, Monroe, Newton, Phillips, Pike, Poinsett, Pope, Prairie, Pulaski, Randolph, Scott, Sharp, St. Francis, Stone, Van Buren, Washington, Yell)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SANI,,Salix nigra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",black willow,Salix,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Medium,No,Multiple Stem,50,100,No,Short,Erect,None,Yes,Yes,Yes,Low,High,18,80,32,Intolerant,Early Spring,High,Spring,Summer,No,No,No,No
SASE,,Salix sericea,AR(Fulton),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SANI4,,Sambucus nigra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",black elderberry,Sambucus,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIC4,,Sambucus nigra ssp. canadensis,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",American black elderberry,Sambucus,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Medium,Yes,Multiple Stem,7,7,No,Moderate,Erect,None,No,Yes,No,Medium,Medium,34,60,16,Intolerant,Spring,High,Spring,Summer,Yes,Yes,No,Yes
SASA4,,Sapindus saponaria,"AR(Baxter, Benton, Boone, Carroll, Conway, Franklin, Garland, Hempstead, Independence, Izard, Lafayette, Little River, Marion, Miller, Nevada, Phillips, Pope, Sevier, Stone, Washington)",wingleaf soapberry,Sapindus,Sapindaceae,Soapberry family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASAD,,Sapindus saponaria var. drummondii,"AR(Baxter, Benton, Boone, Carroll, Conway, Franklin, Garland, Hempstead, Independence, Izard, Lafayette, Little River, Marion, Miller, Nevada, Phillips, Pope, Sevier, Stone, Washington)",western soapberry,Sapindus,Sapindaceae,Soapberry family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Summer,Yes,Green,Fine,Yes,Single Stem,20,20,No,Long,Erect,Moderate,Yes,Yes,Yes,High,Low,10,15,12,Intolerant,Spring,Medium,Summer,Summer,Yes,No,No,No
SAAL5,,Sassafras albidum,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",sassafras,Sassafras,Lauraceae,Laurel family,Laurales,Magnoliidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Coarse,No,Single Stem,24,75,No,Moderate,Irregular,None,Yes,Yes,No,High,Low,30,80,18,Intolerant,Late Spring,Medium,Summer,Summer,No,No,No,Yes
SILA20,,Sideroxylon lanuginosum,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Cleburne, Cleveland, Columbia, Conway, Crawford, Crittenden, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Little River, Logan, Madison, Marion, Miller, Mississippi, Montgomery, Nevada, Newton, Ouachita, Perry, Pike, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, Stone, Union, Van Buren, Washington, Yell)",gum bully,Sideroxylon,Sapotaceae,Sapodilla family,Ebenales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILAL3,,Sideroxylon lanuginosum ssp. lanuginosum,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Cleburne, Cleveland, Columbia, Conway, Crawford, Crittenden, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Little River, Logan, Madison, Marion, Miller, Mississippi, Montgomery, Nevada, Newton, Ouachita, Perry, Pike, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, Stone, Union, Van Buren, Washington, Yell)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SILY,,Sideroxylon lycioides,"AR(Ashley, Bradley, Clay, Craighead, Crittenden, Desha, Hempstead, Lee, Phillips, Stone)",buckthorn bully,Sideroxylon,Sapotaceae,Sapodilla family,Ebenales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub","Spring, Summer, Fall",No,Green,Medium,Yes,Single Crown,15,9.8,Yes,Short,Rounded,Severe,Yes,No,No,High,Low,33,51,24,Tolerant,Early Summer,Low,Fall,Fall,Yes,No,No,Yes
STTR,,Staphylea trifolia,"AR(Arkansas, Baxter, Benton, Boone, Calhoun, Carroll, Clay, Cleburne, Conway, Craighead, Crawford, Faulkner, Franklin, Fulton, Garland, Hempstead, Howard, Independence, Izard, Johnson, Lawrence, Lee, Logan, Lonoke, Madison, Marion, Montgomery, Newton, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sharp, Stone, Van Buren, Washington, White, Yell)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
STMA,,Stewartia malacodendron,AR(Ouachita),silky camellia,Stewartia,Theaceae,Tea family,Theales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAF4,,Styphnolobium affine,"AR(Hempstead, Little River, Miller, Nevada)",Eve's necklacepod,Styphnolobium,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAM4,,Styrax americanus,"AR(Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleveland, Columbia, Conway, Craighead, Crittenden, Cross, Dallas, Drew, Faulkner, Garland, Grant, Greene, Hempstead, Hot Spring, Independence, Jackson, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Lonoke, Miller, Mississippi, Nevada, Ouachita, Perry, Pike, Poinsett, Pope, Prairie, Pulaski, Saline, St. Francis, Union, Van Buren, White, Woodruff)",American snowbell,Styrax,Styracaceae,Storax family,Ebenales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,Yes,Green,Fine,No,,15,10,No,,,None,Yes,Yes,No,Low,,16,70,,Intermediate,Spring,,Summer,Fall,No,No,No,No
STGR4,,Styrax grandifolius,"AR(Ashley, Bradley, Clark, Columbia, Conway, Dallas, Drew, Franklin, Garland, Hempstead, Hot Spring, Independence, Johnson, Lafayette, Logan, Madison, Monroe, Montgomery, Nevada, Ouachita, Perry, Pike, Polk, Pope, Pulaski, Saline, Scott, Union, Yell)",bigleaf snowbell,Styrax,Styracaceae,Storax family,Ebenales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Green,Medium,No,Rhizomatous,20,10,No,Short,Erect,None,Yes,Yes,No,,,33,72,24,Intermediate,Spring,Low,Summer,Fall,No,No,No,No
SYTI,,Symplocos tinctoria,"AR(Ashley, Bradley, Calhoun, Clark, Cleburne, Cleveland, Columbia, Dallas, Drew, Grant, Hempstead, Hot Spring, Howard, Independence, Jackson, Jefferson, Lafayette, Miller, Nevada, Ouachita, Pike, Polk, Pulaski, Saline, Sevier, Union, White)",common sweetleaf,Symplocos,Symplocaceae,Sweetleaf family,Ebenales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Yellow-Green,Medium,No,Rhizomatous,40,20,No,Short,Erect,,Yes,Yes,No,None,,40,100,,Tolerant,Late Spring,,Fall,Fall,No,No,No,No
TACH2,,Tamarix chinensis,"AR(Crawford, Desha, Faulkner, Franklin, Howard, Jefferson, Johnson, Lafayette, Little River, Miller, Perry, Pope, Pulaski, Union)",five-stamen tamarisk,Tamarix,Tamaricaceae,Tamarix family,Violales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TADI2,,Taxodium distichum,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Miller, Mississippi, Monroe, Nevada, Ouachita, Perry, Phillips, Pike, Poinsett, Pope, Prairie, Pulaski, Randolph, Saline, Sebastian, Sevier, St. Francis, Union, Washington, White, Woodruff, Yell)",bald cypress,Taxodium,Cupressaceae,Cypress family,Pinales,,Pinopsida,Coniferophyta,Tree,Spring and Summer,Yes,Green,Fine,No,Single Stem,45,130,No,Long,Conical,None,Yes,Yes,Yes,Low,High,40,65,40,Intermediate,Mid Spring,Low,Summer,Fall,Yes,No,No,No
TIAM,,Tilia americana,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lincoln, Little River, Logan, Madison, Marion, Miller, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Saline, Scott, Searcy, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, Yell)",American basswood,Tilia,Tiliaceae,Linden family,Malvales,Dilleniidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,No,Single Stem,60,100,No,Moderate,Erect,None,Yes,Yes,No,Low,Medium,21,80,30,Tolerant,Late Spring,High,Summer,Fall,No,No,No,No
TRSE6,,Triadica sebifera,"AR(Ashley, Bradley, Clark, Jefferson, Lafayette, Nevada, St. Francis)",Chinese tallow,Triadica,Euphorbiaceae,Spurge family,Euphorbiales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULAL,,Ulmus alata,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",winged elm,Ulmus,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Coarse,No,Single Stem,30,65,No,Short,Erect,None,Yes,Yes,Yes,Low,Medium,40,70,40,Tolerant,Early Spring,Medium,Spring,Spring,No,No,No,No
ULAM,,Ulmus americana,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",American elm,Ulmus,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,No,Single Stem,50,120,No,Moderate,Erect,None,Yes,Yes,Yes,Medium,High,15,70,42,Intermediate,Early Spring,High,Spring,Spring,No,No,No,No
ULCR,,Ulmus crassifolia,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleveland, Columbia, Conway, Crawford, Crittenden, Desha, Drew, Faulkner, Franklin, Hempstead, Jackson, Jefferson, Johnson, Lafayette, Lee, Lincoln, Little River, Lonoke, Miller, Monroe, Nevada, Ouachita, Phillips, Poinsett, Pope, Prairie, Pulaski, Sevier, St. Francis, Union, White, Woodruff, Yell)",cedar elm,Ulmus,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,No,Single Stem,35,90,No,Short,Erect,None,Yes,Yes,Yes,Medium,Medium,20,70,24,Intermediate,Late Summer,High,Summer,Fall,No,No,No,No
ULPU,,Ulmus pumila,"AR(Benton, Carroll, Clay, Craighead, Faulkner, Pope, St. Francis, Washington)",Siberian elm,Ulmus,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Green,Medium,No,Single Stem,40,70,No,Short,Erect,None,Yes,Yes,Yes,High,Medium,16,50,24,Intolerant,Mid Spring,High,Spring,Spring,No,No,No,No
ULRU,,Ulmus rubra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",slippery elm,Ulmus,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Coarse,No,Single Stem,45,85,No,Moderate,Erect,None,Yes,Yes,Yes,Medium,High,21,83,40,Tolerant,Late Winter,High,Spring,Spring,No,No,No,No
ULSE,,Ulmus serotina,"AR(Ashley, Benton, Clark, Conway, Craighead, Crawford, Crittenden, Faulkner, Franklin, Fulton, Garland, Hempstead, Hot Spring, Howard, Izard, Lee, Little River, Marion, Miller, Montgomery, Newton, Phillips, Pike, Poinsett, Polk, Pope, Sevier, St. Francis)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ULTH,,Ulmus thomasii,"AR(Benton, Carroll, Clay, Randolph, Stone)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
VAAR,,Vaccinium arboreum,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lawrence, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",farkleberry,Vaccinium,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Dark Green,Medium,Yes,Multiple Stem,28,28,Yes,Long,Erect,None,Yes,Yes,No,Medium,Medium,35,60,12,Tolerant,Late Summer,Medium,Summer,Fall,No,Yes,No,No
VIDE,,Viburnum dentatum,"AR(Ashley, Bradley, Cleburne, Columbia, Cross, Faulkner, Grant, Hot Spring, Independence, Madison, Ouachita, Pope, Pulaski, Saline, Stone, Union, Washington)",southern arrowwood,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDED4,,Viburnum dentatum var. dentatum,"AR(Ashley, Bradley, Cleburne, Columbia, Cross, Faulkner, Grant, Hot Spring, Independence, Madison, Ouachita, Pope, Pulaski, Saline, Stone, Union, Washington)",southern arrowwood,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",Spring,Yes,Yellow-Green,Coarse,No,Multiple Stem,15,8,No,Short,Erect,,Yes,Yes,Yes,Low,,32,100,,Intermediate,Early Spring,Medium,Summer,Fall,No,No,No,Yes
VINU,,Viburnum nudum,"AR(Ashley, Bradley, Calhoun, Clark, Cleveland, Columbia, Dallas, Drew, Garland, Grant, Hempstead, Hot Spring, Jefferson, Little River, Miller, Montgomery, Nevada, Ouachita, Pike, Pope, Pulaski, Saline, Union)",possumhaw,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINUN,,Viburnum nudum var. nudum,"AR(Ashley, Bradley, Calhoun, Clark, Cleveland, Columbia, Dallas, Drew, Garland, Grant, Hempstead, Hot Spring, Jefferson, Little River, Miller, Montgomery, Nevada, Ouachita, Pike, Pope, Pulaski, Saline, Union)",possumhaw,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIPR,,Viburnum prunifolium,"AR(Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clay, Cleburne, Craighead, Franklin, Garland, Greene, Izard, Jefferson, Johnson, Lee, Lincoln, Madison, Marion, Newton, Polk, Pope, Pulaski, Saline, St. Francis, Van Buren, Washington, White)",blackhaw,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Medium,Yes,Multiple Stem,16,16,No,Long,Erect,None,No,Yes,Yes,Medium,Medium,35,50,18,Tolerant,Spring,Medium,Summer,Fall,Yes,Yes,No,No
VIRE7,,Viburnum recognitum,"AR(Cleburne, Faulkner, Madison, Pope, Washington)",southern arrowwood,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRU,,Viburnum rufidulum,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Miller, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",rusty blackhaw,Viburnum,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIAG,,Vitex agnus-castus,"AR(Faulkner, Garland, Lincoln, Nevada)",lilac chastetree,Vitex,Verbenaceae,Verbena family,Lamiales,Asteridae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIAGA,,Vitex agnus-castus var. agnus-castus,"AR(Faulkner, Garland, Lincoln, Nevada)",lilac chastetree,Vitex,Verbenaceae,Verbena family,Lamiales,Asteridae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAAM,,Zanthoxylum americanum,"AR(Carroll, Clay, Franklin, Fulton, Garland, Hempstead, Perry, Saline, Searcy, Stone, Washington)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZACL,,Zanthoxylum clava-herculis,"AR(Ashley, Bradley, Calhoun, Chicot, Clark, Conway, Drew, Faulkner, Franklin, Garland, Hempstead, Hot Spring, Howard, Jefferson, Johnson, Lafayette, Lincoln, Little River, Logan, Lonoke, Miller, Nevada, Ouachita, Perry, Pike, Pope, Pulaski, Sevier, Union, Yell)",Hercules' club,Zanthoxylum,Rutaceae,Rue family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
